,date,timestamp,detector_id,lane_id,speed,s_ab,volume,v_ab,occupancy,o_ab,error
4068,2017/2/10,1899-12-31 03:45:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,55.25,1,1,1,0,1,3
4104,2017/2/10,1899-12-31 03:47:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,49,1,1.5,1,0.5,1,3
4122,2017/2/10,1899-12-31 03:48:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,45,1,1.75,1,0.75,1,3
4140,2017/2/10,1899-12-31 03:49:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,43,1,1.875,1,0.875,1,3
4176,2017/2/10,1899-12-31 03:51:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,42,1,2,1,1,1,3
4212,2017/2/10,1899-12-31 03:53:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,45.5,1,1.5,1,1,1,3
4230,2017/2/10,1899-12-31 03:54:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,46.75,1,1.25,1,1,1,3
4248,2017/2/10,1899-12-31 03:55:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47.375,1,1.125,1,1,1,3
4266,2017/2/10,1899-12-31 03:56:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47.6875,1,1.0625,1,1,1,3
4284,2017/2/10,1899-12-31 03:57:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47.84375,1,1.03125,1,1,1,3
4302,2017/2/10,1899-12-31 03:58:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47.921875,1,1.015625,1,1,1,3
4320,2017/2/10,1899-12-31 03:59:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47.9609375,1,1.0078125,1,1,1,3
4338,2017/2/10,1899-12-31 04:00:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47.98046875,1,1.00390625,1,1,1,3
4356,2017/2/10,1899-12-31 04:01:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47.99023438,1,1.001953125,1,1,1,3
4374,2017/2/10,1899-12-31 04:02:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47.99511719,1,1.000976563,1,1,1,3
4392,2017/2/10,1899-12-31 04:03:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47.99755859,1,1.000488281,1,1,1,3
4482,2017/2/10,1899-12-31 04:08:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,46,1,1.5,1,2,1,3
4500,2017/2/10,1899-12-31 04:09:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47,1,1.25,1,2,1,3
4518,2017/2/10,1899-12-31 04:10:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47.5,1,1.125,1,2,1,3
4554,2017/2/10,1899-12-31 04:12:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,46,1,1,1,1,1,3
4608,2017/2/10,1899-12-31 04:15:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,32,1,3,1,6.5,1,3
4626,2017/2/10,1899-12-31 04:16:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,31.5,1,2.5,1,6.25,1,3
4644,2017/2/10,1899-12-31 04:17:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,31.25,1,2.25,1,6.125,1,3
4680,2017/2/10,1899-12-31 04:19:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,31,1,1.5,1,4,1,3
4716,2017/2/10,1899-12-31 04:21:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,39.5,1,1,1,1,1,3
4734,2017/2/10,1899-12-31 04:22:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,43.75,1,1,1,0.5,1,3
4770,2017/2/10,1899-12-31 04:24:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,43,1,1,1,1,1,3
4788,2017/2/10,1899-12-31 04:25:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,40.5,1,1,1,1.5,1,3
4824,2017/2/10,1899-12-31 04:27:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,41,1,1.5,1,1.5,1,3
4860,2017/2/10,1899-12-31 04:29:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,40.5,1,2,1,1.5,1,3
4878,2017/2/10,1899-12-31 04:30:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,38.75,1,2,1,1.75,1,3
4914,2017/2/10,1899-12-31 04:32:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,37.5,1,2,1,1.5,1,3
4968,2017/2/10,1899-12-31 04:35:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47.5,1,1.5,1,0.5,1,3
5004,2017/2/10,1899-12-31 04:37:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,55,1,1.5,1,0.5,1,3
5022,2017/2/10,1899-12-31 04:38:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,55.5,1,1.25,1,0.25,1,3
5040,2017/2/10,1899-12-31 04:39:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,55.75,1,1.125,1,0.125,1,3
5058,2017/2/10,1899-12-31 04:40:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,55.875,1,1.0625,1,0.0625,1,3
5076,2017/2/10,1899-12-31 04:41:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,55.9375,1,1.03125,1,0.03125,1,3
5094,2017/2/10,1899-12-31 04:42:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,55.96875,1,1.015625,1,0.015625,1,3
5130,2017/2/10,1899-12-31 04:44:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47.5,1,2,1,2.5,1,3
5166,2017/2/10,1899-12-31 04:46:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,37.5,1,2,1,3.5,1,3
5238,2017/2/10,1899-12-31 04:50:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,35,1,2.5,1,3.5,1,3
5292,2017/2/10,1899-12-31 04:53:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,43.5,1,2.5,1,2.5,1,3
5328,2017/2/10,1899-12-31 04:55:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,42,1,4.5,1,5,1,3
5364,2017/2/10,1899-12-31 04:57:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,35.5,1,3.5,1,5,1,3
5400,2017/2/10,1899-12-31 04:59:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,41,1,1.5,1,1.5,1,3
5418,2017/2/10,1899-12-31 05:00:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,43,1,1.75,1,1.25,1,3
5436,2017/2/10,1899-12-31 05:01:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,44,1,1.875,1,1.125,1,3
5490,2017/2/10,1899-12-31 05:04:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,42.5,1,3,1,3.5,1,3
5526,2017/2/10,1899-12-31 05:06:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,51,1,1.5,1,1,1,3
5562,2017/2/10,1899-12-31 05:08:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,63,1,1,1,0,1,3
5580,2017/2/10,1899-12-31 05:09:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,63,1,1,1,0,1,3
5598,2017/2/10,1899-12-31 05:10:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,63,1,1,1,0,1,3
5652,2017/2/10,1899-12-31 05:13:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,43.5,1,2,1,1.5,1,3
5670,2017/2/10,1899-12-31 05:14:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,39.25,1,2.5,1,2.25,1,3
5778,2017/2/10,1899-12-31 05:20:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,41,1,1.5,1,2.5,1,3
5796,2017/2/10,1899-12-31 05:21:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,40,1,1.75,1,3.25,1,3
5850,2017/2/10,1899-12-31 05:24:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,44.5,1,2.5,1,3,1,3
5868,2017/2/10,1899-12-31 05:25:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,41.25,1,3.25,1,4.5,1,3
5922,2017/2/10,1899-12-31 05:28:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,38,1,1,1,1,1,3
6012,2017/2/10,1899-12-31 05:33:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,45,1,2.5,1,2,1,3
6048,2017/2/10,1899-12-31 05:35:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,50.5,1,2,1,1,1,3
6102,2017/2/10,1899-12-31 05:38:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,46,1,3,1,2,1,3
6156,2017/2/10,1899-12-31 05:41:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,44.5,1,3.5,1,2.5,1,3
6174,2017/2/10,1899-12-31 05:42:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,43.25,1,4.25,1,3.25,1,3
6264,2017/2/10,1899-12-31 05:47:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,41,1,2.5,1,3,1,3
6282,2017/2/10,1899-12-31 05:48:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,38.5,1,3.25,1,4.5,1,3
6336,2017/2/10,1899-12-31 05:51:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,52,1,1.5,1,0.5,1,3
6408,2017/2/10,1899-12-31 05:55:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,40,1,2,1,2,1,3
6426,2017/2/10,1899-12-31 05:56:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,39.5,1,2.5,1,3,1,3
6696,2017/2/10,1899-12-31 06:11:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,46.5,1,3,1,2,1,3
7056,2017/2/10,1899-12-31 06:31:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,32.5,1,2.5,1,2.5,1,3
7254,2017/2/10,1899-12-31 06:42:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47.5,1,3,1,2,1,3
7560,2017/2/10,1899-12-31 06:59:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,46,1,6,1,5,1,3
7974,2017/2/10,1899-12-31 07:22:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,45.5,1,9.5,1,6.5,1,3
8388,2017/2/10,1899-12-31 07:45:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,46,1,10,1,6,1,3
8946,2017/2/10,1899-12-31 08:16:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,41,1,9,1,6.5,1,3
9756,2017/2/10,1899-12-31 09:01:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,44,1,8.5,1,7.5,1,3
10422,2017/2/10,1899-12-31 09:38:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,49.5,1,9,1,7.5,1,3
10638,2017/2/10,1899-12-31 09:50:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,59.5,1,1.5,1,0,1,3
10782,2017/2/10,1899-12-31 09:58:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,43,1,5.5,1,4,1,3
10908,2017/2/10,1899-12-31 10:05:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,50,1,6,1,4,1,3
10962,2017/2/10,1899-12-31 10:08:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,51.5,1,4.5,1,2,1,3
11646,2017/2/10,1899-12-31 10:46:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47,1,5,1,4,1,3
11682,2017/2/10,1899-12-31 10:48:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,52.5,1,5,1,3,1,3
11718,2017/2/10,1899-12-31 10:50:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,56,1,3.5,1,2.5,1,3
12456,2017/2/10,1899-12-31 11:31:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,44,1,5,1,2.5,1,3
12996,2017/2/9,1899-12-31 00:00:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47,1,4,1,2.5,1,3
13014,2017/2/9,1899-12-31 00:01:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47,1,3,1,1.75,1,3
13032,2017/2/9,1899-12-31 00:02:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47,1,2.5,1,1.375,1,3
13050,2017/2/9,1899-12-31 00:03:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47,1,2.25,1,1.1875,1,3
13068,2017/2/9,1899-12-31 00:04:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47,1,2.125,1,1.09375,1,3
13176,2017/2/9,1899-12-31 00:10:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,45.5,1,1,1,0,1,3
13194,2017/2/9,1899-12-31 00:11:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,48.25,1,1,1,0,1,3
13248,2017/2/9,1899-12-31 00:14:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,39,1,1,1,0,1,3
13284,2017/2/9,1899-12-31 00:16:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,40,1,1,1,0,1,3
13320,2017/2/9,1899-12-31 00:18:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,44.5,1,1.5,1,0.5,1,3
13338,2017/2/9,1899-12-31 00:19:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,44.75,1,1.75,1,0.75,1,3
13374,2017/2/9,1899-12-31 00:21:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,54,1,1.5,1,0.5,1,3
13428,2017/2/9,1899-12-31 00:24:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,64,1,1.5,1,0,1,3
13464,2017/2/9,1899-12-31 00:26:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,59.5,1,1.5,1,0,1,3
13500,2017/2/9,1899-12-31 00:28:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,49,1,1,1,0,1,3
13554,2017/2/9,1899-12-31 00:31:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,57,1,1,1,0,1,3
13590,2017/2/9,1899-12-31 00:33:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,49.5,1,1,1,0,1,3
13608,2017/2/9,1899-12-31 00:34:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47.75,1,1,1,0,1,3
13644,2017/2/9,1899-12-31 00:36:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,43,1,1.5,1,1,1,3
13662,2017/2/9,1899-12-31 00:37:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,41.5,1,1.75,1,1.5,1,3
13698,2017/2/9,1899-12-31 00:39:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,43,1,1.5,1,1,1,3
13752,2017/2/9,1899-12-31 00:42:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47,1,2.5,1,2,1,3
13788,2017/2/9,1899-12-31 00:44:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,46.5,1,1.5,1,1.5,1,3
13806,2017/2/9,1899-12-31 00:45:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,50.75,1,1.25,1,0.75,1,3
13842,2017/2/9,1899-12-31 00:47:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,56,1,1,1,0,1,3
13860,2017/2/9,1899-12-31 00:48:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,56.5,1,1,1,0,1,3
13878,2017/2/9,1899-12-31 00:49:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,56.75,1,1,1,0,1,3
13896,2017/2/9,1899-12-31 00:50:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,56.875,1,1,1,0,1,3
13914,2017/2/9,1899-12-31 00:51:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,56.9375,1,1,1,0,1,3
13932,2017/2/9,1899-12-31 00:52:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,56.96875,1,1,1,0,1,3
13950,2017/2/9,1899-12-31 00:53:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,56.984375,1,1,1,0,1,3
14022,2017/2/9,1899-12-31 00:57:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,49.5,1,1.5,1,0.5,1,3
14040,2017/2/9,1899-12-31 00:58:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,46.75,1,1.25,1,0.25,1,3
14058,2017/2/9,1899-12-31 00:59:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,45.375,1,1.125,1,0.125,1,3
14166,2017/2/9,1899-12-31 01:05:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,45,1,1,1,0,1,3
14184,2017/2/9,1899-12-31 01:06:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,46,1,1,1,0,1,3
14202,2017/2/9,1899-12-31 01:07:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,46.5,1,1,1,0,1,3
14220,2017/2/9,1899-12-31 01:08:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,46.75,1,1,1,0,1,3
14238,2017/2/9,1899-12-31 01:09:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,46.875,1,1,1,0,1,3
14256,2017/2/9,1899-12-31 01:10:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,46.9375,1,1,1,0,1,3
14292,2017/2/9,1899-12-31 01:12:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,39.5,1,1,1,1,1,3
14346,2017/2/9,1899-12-31 01:15:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,44.5,1,1.5,1,0.5,1,3
14400,2017/2/9,1899-12-31 01:18:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,62,1,1,1,0,1,3
14418,2017/2/9,1899-12-31 01:19:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,61,1,1,1,0,1,3
14436,2017/2/9,1899-12-31 01:20:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,60.5,1,1,1,0,1,3
14526,2017/2/9,1899-12-31 01:25:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,51.5,1,1,1,0,1,3
14562,2017/2/9,1899-12-31 01:27:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,55,1,1,1,0,1,3
14580,2017/2/9,1899-12-31 01:28:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,54.5,1,1,1,0,1,3
14598,2017/2/9,1899-12-31 01:29:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,54.25,1,1,1,0,1,3
14616,2017/2/9,1899-12-31 01:30:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,54.125,1,1,1,0,1,3
14634,2017/2/9,1899-12-31 01:31:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,54.0625,1,1,1,0,1,3
14670,2017/2/9,1899-12-31 01:33:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,58,1,1,1,0,1,3
14688,2017/2/9,1899-12-31 01:34:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,60,1,1,1,0,1,3
14724,2017/2/9,1899-12-31 01:36:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,54,1,1.5,1,0.5,1,3
14760,2017/2/9,1899-12-31 01:38:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,46,1,1.5,1,0.5,1,3
14778,2017/2/9,1899-12-31 01:39:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,46,1,1.25,1,0.25,1,3
14814,2017/2/9,1899-12-31 01:41:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,55,1,1,1,0,1,3
14850,2017/2/9,1899-12-31 01:43:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,54.5,1,1.5,1,0.5,1,3
14868,2017/2/9,1899-12-31 01:44:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,49.75,1,1.75,1,0.75,1,3
14904,2017/2/9,1899-12-31 01:46:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,44.5,1,1.5,1,0.5,1,3
14922,2017/2/9,1899-12-31 01:47:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,44.25,1,1.25,1,0.25,1,3
14940,2017/2/9,1899-12-31 01:48:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,44.125,1,1.125,1,0.125,1,3
14958,2017/2/9,1899-12-31 01:49:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,44.0625,1,1.0625,1,0.0625,1,3
14994,2017/2/9,1899-12-31 01:51:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,53,1,1,1,0,1,3
15012,2017/2/9,1899-12-31 01:52:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,57.5,1,1,1,0,1,3
15030,2017/2/9,1899-12-31 01:53:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,59.75,1,1,1,0,1,3
15156,2017/2/9,1899-12-31 02:00:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,45.5,1,1,1,0,1,3
15192,2017/2/9,1899-12-31 02:02:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,43,1,1,1,0,1,3
15210,2017/2/9,1899-12-31 02:03:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,43.5,1,1,1,0,1,3
15228,2017/2/9,1899-12-31 02:04:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,43.75,1,1,1,0,1,3
15246,2017/2/9,1899-12-31 02:05:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,43.875,1,1,1,0,1,3
15282,2017/2/9,1899-12-31 02:07:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,44.5,1,1.5,1,0.5,1,3
15300,2017/2/9,1899-12-31 02:08:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,44.75,1,1.75,1,0.75,1,3
15336,2017/2/9,1899-12-31 02:10:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,43.5,1,1.5,1,1,1,3
15372,2017/2/9,1899-12-31 02:12:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,37,1,1,1,0.5,1,3
15408,2017/2/9,1899-12-31 02:14:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47.5,1,1,1,0,1,3
15444,2017/2/9,1899-12-31 02:16:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,56.5,1,1,1,0,1,3
15462,2017/2/9,1899-12-31 02:17:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,53.25,1,1,1,0,1,3
15480,2017/2/9,1899-12-31 02:18:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,51.625,1,1,1,0,1,3
15516,2017/2/9,1899-12-31 02:20:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,51,1,1,1,0,1,3
15534,2017/2/9,1899-12-31 02:21:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,51.5,1,1,1,0,1,3
15552,2017/2/9,1899-12-31 02:22:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,51.75,1,1,1,0,1,3
15624,2017/2/9,1899-12-31 02:26:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,41,1,1.5,1,1,1,3
15660,2017/2/9,1899-12-31 02:28:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47,1,2,1,1.5,1,3
15696,2017/2/9,1899-12-31 02:30:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,49,1,1.5,1,0.5,1,3
15714,2017/2/9,1899-12-31 02:31:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,48,1,1.25,1,0.25,1,3
15732,2017/2/9,1899-12-31 02:32:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,47.5,1,1.125,1,0.125,1,3
15768,2017/2/9,1899-12-31 02:34:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,42.5,1,3,1,3,1,3
15786,2017/2/9,1899-12-31 02:35:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,40.25,1,4,1,4.5,1,3
15804,2017/2/9,1899-12-31 02:36:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,39.125,1,4.5,1,5.25,1,3
15822,2017/2/9,1899-12-31 02:37:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,38.5625,1,4.75,1,5.625,1,3
15840,2017/2/9,1899-12-31 02:38:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,38.28125,1,4.875,1,5.8125,1,3
15894,2017/2/9,1899-12-31 02:41:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,43.5,1,1,1,0.5,1,3
15912,2017/2/9,1899-12-31 02:42:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,44.75,1,1,1,0.75,1,3
15930,2017/2/9,1899-12-31 02:43:00,TMS-408-08.0-EB,TMS-408-08.0-EB-Rmp-Lane04,45.375,1,1,1,0.875,1,3
